x,y
343,0
337,1
337,2
337,3
338,4
339,5
340,6
340,7
347,10
347,11
347,12
359,13
358,14
358,15
358,16
360,17
360,18
360,19
360,20
261,156
261,157
259,158
253,159
253,160
250,161
247,162
242,163
238,164
237,165
235,166
232,167
230,168
229,169
229,170
224,171
223,172
235,173
215,174
213,175
211,176
209,177
208,178
246,179
205,180
241,181
199,182
197,183
234,184
233,185
229,187
224,188
215,192
211,193
302,245
302,246
302,247
303,248
301,249
301,250
303,251
303,252
299,253
300,254
301,255
300,256
299,257
299,258
298,259
298,260
298,261
298,262
297,263
298,264
297,265
297,266
297,267
296,268
296,269
299,270
299,271
296,272
321,273
296,274
295,275
296,276
296,277
296,278
295,279
294,280
293,281
294,282
295,283
293,284
292,285
292,286
292,287
292,288
291,289
291,290
291,291
291,292
291,293
289,294
289,295
288,296
288,297
289,298
289,299
288,300
286,301
287,302
287,303
288,304
289,305
292,306
289,307
286,308
289,309
290,310
288,311
287,312
291,317
289,318
288,319
288,320
288,321
287,322
289,323
287,324
288,325
288,326
288,327
290,328
288,329
288,330
287,331
286,332
287,333
288,334
287,335
287,336
287,337
288,338
288,341
289,342
289,343
289,344
290,345
291,346
292,347
292,348
295,349
301,350
