x,y
461,5
461,6
461,7
512,14
512,15
514,16
475,18
475,19
475,20
519,21
547,22
542,23
517,24
543,25
480,26
479,27
481,28
481,29
485,30
486,31
489,32
526,33
526,34
526,35
440,208
431,238
431,239
447,240
430,241
447,242
431,243
428,244
430,245
428,246
427,247
425,248
423,249
428,250
427,251
423,252
426,253
421,254
421,255
420,256
422,257
422,258
422,259
422,260
423,261
422,262
422,263
421,264
420,265
420,266
420,267
419,268
418,269
417,270
417,271
418,272
415,273
420,274
418,275
417,276
415,277
416,278
416,279
414,280
413,281
415,282
422,283
421,284
421,285
421,286
417,287
412,288
412,289
413,290
436,291
418,292
418,293
411,294
412,295
411,296
411,297
412,298
411,299
413,300
413,301
410,302
411,303
411,304
410,305
409,306
408,307
408,308
410,309
411,310
408,311
407,312
407,313
408,319
407,320
407,321
408,322
408,323
411,324
408,325
409,326
408,327
407,328
411,329
410,330
411,331
412,332
549,333
413,334
415,335
416,336
417,337
423,338
424,339
543,358
543,359
542,360
544,361
543,362
