x,y
151,14
151,15
151,16
149,18
147,19
149,20
149,21
148,22
136,146
136,147
138,148
141,152
141,153
141,154
141,155
141,156
142,157
142,158
143,159
123,160
135,161
135,162
125,163
123,164
123,165
124,166
125,167
123,168
129,170
129,171
129,172
129,173
122,174
121,175
131,176
131,177
131,178
125,179
120,180
125,181
130,182
119,183
119,185
119,186
119,187
119,188
119,189
129,190
138,191
115,192
129,193
115,194
115,195
115,196
135,197
114,198
135,199
112,200
135,201
122,202
122,203
122,204
111,205
122,206
104,207
109,208
106,209
101,210
99,214
91,215
79,216
135,220
79,228
157,230
148,231
76,235
86,238
84,239
85,240
95,241
99,242
102,243
101,244
135,245
107,246
101,247
106,248
134,249
105,250
105,251
107,252
110,253
107,254
106,255
106,256
105,257
106,258
106,259
107,260
108,261
105,262
134,263
133,264
133,265
105,266
102,267
103,268
107,269
107,270
107,271
105,272
106,273
105,274
104,275
104,276
104,277
105,278
104,279
103,280
103,281
102,282
135,283
103,284
136,285
105,286
105,287
102,288
133,289
133,290
133,291
104,292
133,293
131,294
130,295
130,296
130,297
103,298
103,299
103,300
103,301
130,302
130,303
130,304
131,305
130,306
131,307
132,308
128,309
128,310
128,311
140,312
131,316
129,317
129,318
129,319
115,320
115,321
115,322
116,323
116,324
129,325
136,326
135,327
134,328
134,329
129,330
129,331
129,332
129,333
112,334
112,335
112,336
129,337
107,338
107,339
107,340
117,341
105,342
106,343
106,344
104,345
105,354
107,355
107,356
107,357
103,381
101,382
101,383
