x,y
283,0
283,1
271,6
272,7
273,8
282,9
282,10
282,11
283,12
258,154
268,155
269,156
262,157
253,158
254,159
254,160
247,161
250,162
241,163
236,164
235,165
235,166
235,167
230,168
218,169
226,170
228,171
223,172
223,173
223,174
223,175
218,176
214,177
215,178
210,179
210,180
209,181
205,182
205,183
204,184
195,185
195,186
193,187
190,188
190,189
188,190
175,191
178,192
176,193
196,194
237,244
234,245
235,246
236,247
240,248
235,249
236,250
236,251
235,252
235,253
234,254
234,255
234,256
234,257
235,258
235,259
234,260
235,261
233,262
234,263
233,264
234,265
233,266
233,267
233,268
233,269
230,270
234,271
233,272
234,273
235,274
234,275
229,276
234,277
234,278
233,279
232,280
233,281
233,282
233,283
233,284
232,285
232,286
233,287
233,288
234,289
234,290
233,291
233,292
233,293
234,294
232,295
231,296
230,297
229,298
229,299
227,300
227,301
227,302
228,303
228,304
228,305
231,306
229,307
228,308
229,309
231,310
232,311
231,312
229,313
229,314
227,318
230,319
250,320
226,321
226,322
226,325
229,326
228,327
227,328
226,329
226,330
226,331
226,332
221,333
226,334
226,335
226,336
225,337
225,338
225,339
224,340
226,341
227,342
225,343
224,344
225,345
226,346
226,347
226,348
227,349
225,351
227,352
227,353
228,354
247,355
247,356
247,357
247,358
227,359
227,360
228,361
229,362
230,363
232,364
233,365
236,366
234,367
