x,y
225,0
230,147
230,148
223,149
223,150
223,151
223,152
234,153
218,154
218,155
217,156
217,157
217,158
216,159
216,160
215,161
215,162
215,163
215,164
214,165
214,166
214,167
214,168
213,169
208,170
213,171
211,172
210,173
206,174
207,175
209,176
207,177
207,178
206,179
207,180
204,181
203,182
206,183
206,184
202,185
198,186
197,187
190,188
190,189
191,190
189,191
189,192
189,193
177,194
177,195
174,196
171,197
170,198
159,199
157,200
155,201
153,202
148,203
162,206
197,240
196,241
196,242
196,243
197,244
197,245
197,246
196,247
196,248
197,249
198,250
198,251
199,252
199,253
197,254
197,255
196,256
198,257
196,258
196,259
195,260
195,261
194,262
195,263
196,264
196,265
195,266
195,267
198,268
194,269
193,270
196,271
196,272
197,273
195,274
194,275
196,276
192,277
192,278
191,279
192,280
194,281
195,282
195,283
195,284
195,285
194,286
194,287
194,288
191,289
195,290
192,291
192,292
191,293
191,294
191,295
189,296
189,297
188,298
191,299
190,300
190,301
193,302
188,303
213,304
213,305
189,306
189,307
189,308
187,309
187,310
190,311
189,312
188,313
189,314
159,315
157,321
157,322
188,323
188,326
189,327
189,328
189,329
185,330
187,331
188,332
209,333
191,334
190,335
189,336
187,337
190,338
189,339
190,340
189,341
187,342
188,343
188,344
189,345
188,346
189,347
189,348
189,349
188,350
189,351
189,352
189,353
190,354
190,355
190,356
191,357
191,358
191,359
191,360
192,361
193,364
194,365
194,366
