x,y
69,4
69,5
69,6
70,7
71,8
86,14
86,15
86,16
81,17
80,18
83,19
82,20
85,169
85,170
85,171
85,172
86,179
86,180
86,181
86,182
85,183
85,184
85,185
84,203
84,204
84,205
85,206
85,207
82,208
82,209
82,210
86,211
86,212
85,214
84,215
84,216
84,217
83,218
67,219
67,220
67,221
85,222
66,223
65,224
76,225
83,226
83,227
83,228
83,229
83,230
84,231
84,232
89,233
92,234
92,235
95,236
95,237
108,238
111,239
111,240
122,241
92,242
66,243
66,244
67,245
67,246
106,247
102,248
102,249
102,250
66,251
67,252
67,253
72,254
97,255
89,256
84,257
84,258
68,259
68,260
84,261
84,262
84,263
84,264
86,265
84,267
84,268
84,269
84,270
84,271
86,276
86,277
86,278
86,279
74,280
75,281
76,282
78,283
77,284
80,285
80,286
