x,y
172,144
171,145
171,146
171,147
166,148
179,152
171,153
170,154
169,155
169,156
169,157
171,158
164,159
162,160
164,161
164,162
164,163
163,164
182,165
167,166
167,167
162,168
162,169
161,170
168,171
165,172
161,173
160,174
160,175
160,176
160,177
166,178
166,179
159,180
159,181
159,182
179,183
175,184
158,185
158,186
158,187
158,188
164,189
164,190
155,191
161,192
161,193
164,194
155,195
156,196
153,197
151,198
149,199
106,232
114,240
114,241
141,242
143,243
144,244
141,245
141,246
142,247
143,248
142,249
143,250
143,251
143,252
143,253
141,254
142,255
141,256
140,257
142,258
142,259
142,260
143,261
142,262
142,263
144,264
143,265
142,266
142,267
145,268
144,269
142,270
142,271
142,272
143,273
143,274
144,275
143,276
165,277
165,278
142,279
142,280
143,281
167,282
131,283
168,284
143,285
141,286
141,287
141,288
142,289
142,290
142,291
143,292
167,293
139,294
142,295
140,296
141,297
141,298
141,299
167,300
139,301
136,302
139,303
139,304
139,305
138,306
138,307
137,308
137,309
135,310
166,311
134,312
166,313
165,314
132,315
165,316
131,317
131,318
131,319
131,320
131,321
131,322
131,323
131,324
164,325
132,326
133,327
133,328
135,329
135,330
133,331
136,332
136,333
138,334
137,335
136,336
136,337
138,338
138,339
138,340
138,341
167,342
167,343
162,344
141,345
141,346
141,347
161,348
161,349
140,350
142,351
142,352
142,353
161,354
160,355
159,356
142,357
142,358
143,359
146,360
146,361
142,362
142,363
142,364
146,365
143,366
141,367
142,368
141,369
145,370
144,371
144,372
139,397
140,398
141,399
142,400
140,401
141,402
139,403
141,404
