x,y
243,148
242,149
237,150
237,151
236,152
247,154
246,155
246,156
233,157
233,158
233,159
231,160
231,161
230,162
227,163
227,164
227,165
224,166
224,167
221,168
222,169
221,170
218,171
216,172
219,173
218,174
208,175
212,176
211,177
213,178
213,179
211,180
209,181
209,182
203,183
201,184
197,185
200,186
191,187
193,188
191,189
191,190
189,191
187,192
177,193
175,194
173,195
168,196
168,197
192,202
161,204
208,241
209,242
214,243
217,244
217,245
215,246
215,247
216,248
216,249
215,250
213,251
214,252
213,253
214,254
212,255
214,256
213,257
209,258
209,259
210,260
211,261
210,262
210,263
207,264
210,265
211,266
210,267
211,268
212,269
211,270
211,271
211,272
209,273
210,274
209,275
209,276
209,277
209,278
209,279
210,280
209,281
207,282
206,283
210,284
210,285
208,286
209,287
209,288
209,289
210,290
210,291
210,292
208,293
208,294
208,295
208,296
209,297
208,298
208,299
208,300
208,301
208,302
208,303
208,304
207,305
206,306
207,307
205,308
208,309
205,310
206,311
206,312
206,313
207,314
161,318
161,319
205,320
204,323
206,326
205,327
205,328
204,329
204,330
203,331
203,332
205,333
203,334
203,335
203,336
202,337
203,338
202,339
200,340
201,341
202,342
202,343
202,344
203,345
204,346
203,347
203,348
203,349
204,350
205,351
204,352
204,353
204,354
205,355
206,356
227,357
225,358
207,359
207,360
207,361
209,362
210,363
210,364
212,366
217,367
220,368
