x,y
497,5
497,6
497,7
587,8
579,9
509,10
507,11
504,12
504,13
555,14
555,15
555,16
513,17
513,18
513,19
498,20
498,21
499,22
499,23
500,24
500,25
501,26
502,27
504,28
504,29
506,30
506,31
520,32
520,33
520,34
522,35
522,36
456,237
458,238
456,239
455,240
453,241
455,242
455,243
470,244
455,245
470,246
470,247
454,248
454,249
454,250
454,251
453,252
453,253
453,254
453,255
452,256
452,257
450,258
450,259
450,260
449,261
447,262
447,263
447,264
447,265
446,266
445,267
445,268
445,269
446,270
446,271
445,272
444,273
443,274
444,275
441,276
441,277
442,278
443,279
443,280
444,281
444,282
440,283
440,284
441,285
441,286
441,287
440,288
438,289
443,290
438,291
438,292
438,293
436,294
438,295
440,296
440,297
439,298
439,299
438,300
438,301
437,302
434,303
438,304
438,305
439,306
439,307
437,308
437,309
435,320
435,321
431,322
433,323
432,324
433,325
433,326
434,327
435,328
435,329
435,330
435,331
449,332
436,333
437,334
438,335
438,336
442,337
572,338
571,339
572,340
570,341
570,342
569,346
569,347
569,348
568,349
569,350
568,351
568,352
568,355
568,356
568,357
