x,y
73,0
73,1
77,2
78,3
78,4
78,5
81,6
81,7
81,8
91,17
89,18
92,19
90,20
93,167
94,168
93,169
95,171
92,172
92,173
92,174
93,175
93,176
95,177
95,178
95,179
96,180
91,184
91,185
91,186
91,187
91,188
91,190
91,191
91,192
75,193
75,194
75,195
75,196
94,197
92,198
92,199
73,201
74,202
74,203
74,204
73,205
90,206
73,207
73,208
73,209
90,210
73,211
73,212
73,213
73,214
72,215
72,216
72,217
72,218
72,219
72,220
72,221
70,222
69,223
77,224
77,225
77,226
75,227
75,228
75,229
93,230
93,231
93,232
69,244
69,245
93,251
92,252
71,253
71,254
71,255
71,256
71,257
71,258
72,259
90,260
72,261
90,262
90,263
92,264
72,265
72,266
72,267
73,268
73,269
73,270
73,271
73,272
89,273
89,274
89,275
79,276
79,277
79,278
80,279
84,280
91,281
91,282
91,283
91,284
90,285
90,286
90,287
90,288
90,289
93,290
90,291
90,292
80,293
80,294
84,295
84,296
87,297
87,298
