x,y
218,145
219,146
218,147
215,148
215,149
215,150
223,151
223,152
223,153
223,154
210,155
210,156
209,157
209,158
209,159
207,160
207,161
209,162
205,163
208,164
207,165
206,166
206,167
203,168
206,169
202,170
204,171
204,172
205,173
203,174
203,175
202,176
212,177
202,178
201,179
202,180
202,181
201,182
201,183
201,184
198,185
196,186
196,187
196,188
194,189
192,190
192,191
189,192
184,193
182,194
173,195
172,196
171,197
171,198
158,199
156,200
154,201
152,202
192,239
193,240
193,241
189,242
218,243
190,244
189,245
192,246
192,247
192,248
192,249
190,250
190,251
189,252
190,253
201,254
192,255
192,256
185,257
185,258
190,259
189,260
189,261
191,262
190,263
190,264
188,265
188,266
188,267
191,268
188,269
183,270
187,271
186,272
188,273
188,274
186,275
188,276
190,277
187,278
206,279
187,280
188,281
188,282
188,283
189,284
187,285
187,286
186,287
186,288
186,289
185,290
185,291
185,292
186,293
186,294
186,295
184,296
212,297
212,298
212,299
213,300
187,301
185,302
185,303
185,304
183,305
186,306
187,307
185,308
185,309
186,310
185,311
157,312
157,313
157,314
157,315
208,316
210,317
179,318
183,319
157,320
157,321
155,323
181,327
183,328
206,329
181,330
180,331
181,332
182,333
202,334
202,335
203,336
182,337
182,338
182,339
181,340
177,341
179,342
180,343
180,344
181,345
181,346
181,347
181,348
180,349
182,350
182,351
200,352
183,353
182,354
201,355
183,356
183,357
201,358
201,359
201,360
201,361
201,362
187,363
188,364
196,365
191,366
195,367
195,368
