x,y
427,1
427,2
427,3
435,14
437,15
437,16
447,20
447,21
445,22
446,23
447,24
452,25
262,156
258,157
258,158
258,159
392,243
389,244
393,245
394,246
396,247
395,248
391,249
393,250
391,251
391,252
391,253
391,254
391,255
392,256
391,257
391,258
390,259
390,260
389,261
390,262
390,263
390,264
390,265
389,266
389,267
387,268
387,269
386,270
386,271
386,272
385,273
385,274
385,275
382,276
385,277
385,278
386,279
385,280
385,281
387,282
385,283
384,284
384,285
383,286
383,287
383,288
383,289
407,290
383,291
384,292
383,293
404,294
382,295
382,296
381,297
381,298
381,299
380,300
402,301
379,302
380,303
381,304
381,305
382,306
380,307
380,308
380,309
381,310
382,311
385,320
390,321
387,322
388,323
388,324
388,325
394,326
394,327
394,328
392,330
393,331
394,332
398,333
398,334
399,335
399,336
404,337
516,339
515,340
516,341
516,342
517,348
516,349
516,350
516,351
513,355
513,356
513,357
