x,y
107,11
107,12
107,13
105,150
105,151
103,152
105,154
105,155
105,156
105,157
105,158
109,159
109,160
109,161
109,162
109,163
109,164
110,165
110,166
93,167
93,168
93,169
109,170
91,173
91,174
91,175
91,176
90,177
90,178
90,179
90,180
97,181
89,182
97,183
97,184
89,185
89,186
106,190
106,191
106,192
86,193
86,194
87,195
87,196
86,197
104,199
96,200
85,201
96,202
97,203
85,204
104,205
106,206
82,207
82,208
82,209
80,210
81,211
83,212
82,213
80,214
80,215
80,216
81,217
80,218
80,219
80,220
77,221
74,222
80,223
88,224
88,225
88,226
104,227
108,228
108,229
68,239
71,241
70,242
72,243
71,244
70,245
71,246
72,247
76,248
73,249
73,250
73,251
72,252
74,253
74,254
75,255
76,256
78,257
79,258
75,259
76,260
77,261
79,262
87,263
75,264
76,265
75,266
76,267
77,268
77,269
78,270
80,271
78,272
76,273
81,274
82,275
82,276
82,277
82,278
101,279
101,280
101,281
83,282
83,283
83,284
83,285
83,286
101,287
104,288
103,290
103,291
101,292
101,293
101,294
85,295
85,296
85,297
101,298
101,299
101,300
101,301
104,302
103,303
103,304
102,305
102,306
102,307
103,308
70,309
68,310
68,311
90,312
90,313
104,314
96,316
96,317
73,337
73,338
73,339
68,346
68,349
68,350
