x,y
71,7
71,8
71,9
70,10
70,11
70,12
80,17
79,18
79,19
80,20
82,178
81,179
81,180
81,181
82,182
82,183
70,184
71,185
70,186
70,187
81,188
81,189
81,190
81,191
81,192
80,201
80,202
80,203
80,204
80,205
82,208
83,209
82,210
84,213
83,214
83,215
81,216
81,217
81,218
81,219
81,220
82,221
70,222
70,223
70,224
71,225
82,226
81,227
81,228
81,229
84,230
89,231
89,232
61,233
61,234
61,235
94,236
98,237
98,238
105,239
106,240
87,241
65,242
65,243
65,244
114,245
113,246
113,247
113,248
107,249
103,250
103,251
83,252
66,253
66,254
66,255
66,256
66,257
66,258
66,259
67,260
67,261
68,262
68,263
82,264
69,265
70,266
71,267
81,268
72,269
72,270
74,271
108,321
109,322
109,323
122,325
121,326
120,327
120,328
120,329
