x,y
310,0
310,1
312,2
323,3
314,4
314,5
317,6
317,7
317,8
317,9
317,10
323,11
323,12
321,13
322,14
326,15
336,16
326,17
327,18
331,19
328,20
330,21
336,22
260,158
260,159
256,160
249,161
270,162
270,163
258,164
239,165
239,166
236,167
232,168
222,169
229,170
227,171
252,172
226,173
224,174
219,175
213,176
212,177
211,178
210,179
208,180
206,181
203,182
200,183
195,184
212,185
207,186
207,187
196,188
195,189
195,190
198,192
197,193
197,194
179,195
278,244
277,245
277,246
278,247
278,248
274,249
274,250
275,251
275,252
277,253
277,254
276,255
276,256
276,257
273,258
273,259
273,260
273,261
271,262
271,263
275,264
299,265
273,266
299,267
273,268
273,269
274,270
275,271
274,272
299,273
268,274
271,275
298,276
272,277
271,278
272,279
271,280
271,281
270,282
269,283
269,284
268,285
269,286
269,287
269,288
269,289
268,290
268,291
294,292
269,293
270,294
269,295
289,296
270,297
269,298
268,299
268,300
271,301
269,302
269,303
266,304
268,305
268,306
267,307
265,308
266,309
266,310
265,311
264,312
265,313
266,314
267,315
267,319
265,320
266,321
267,322
265,323
265,324
265,325
265,326
268,327
265,328
265,329
265,330
265,331
265,332
265,333
264,334
265,335
264,336
264,337
264,338
265,339
266,340
265,341
261,342
264,343
265,344
264,345
264,346
264,347
265,348
266,349
266,350
268,352
268,353
269,354
270,355
271,356
274,357
277,358
277,359
