x,y
379,0
379,1
379,2
379,3
383,11
383,12
383,13
396,18
396,19
390,20
391,21
393,22
395,23
397,24
397,25
251,158
251,159
248,160
246,161
241,162
265,163
235,164
235,165
266,166
266,167
262,168
261,169
260,170
256,171
256,172
213,173
207,174
211,175
219,176
206,177
205,178
204,179
216,180
234,181
234,182
230,184
215,191
211,192
206,194
337,247
339,248
338,249
338,250
335,251
337,252
337,253
336,254
336,255
334,256
336,257
337,258
337,259
334,260
334,261
335,262
335,263
334,264
334,265
358,266
334,267
333,268
333,269
333,270
333,271
333,272
333,273
332,274
332,275
332,276
333,277
333,278
333,279
333,280
332,281
332,282
332,283
332,284
334,285
332,286
332,287
331,288
330,289
331,290
331,291
330,292
329,293
330,294
331,295
331,296
329,297
330,298
331,299
330,300
330,301
352,302
330,303
330,304
351,305
329,306
328,307
328,308
328,309
328,310
328,311
329,312
329,313
329,317
329,321
330,322
331,323
331,324
333,325
334,326
336,327
341,328
360,329
385,330
378,331
377,332
376,333
377,334
377,335
382,336
381,337
380,339
384,340
384,341
