x,y
588,2
587,3
585,4
569,6
570,7
570,8
570,9
563,10
563,11
557,12
564,13
564,14
525,15
526,16
504,17
506,18
503,19
503,20
503,21
503,22
503,23
506,26
507,27
507,28
536,29
540,30
542,31
512,32
512,33
515,34
545,35
548,36
549,37
549,38
507,234
507,235
507,236
507,237
493,241
493,242
493,243
493,244
493,245
492,246
492,247
492,249
492,250
493,251
493,252
491,253
490,254
488,258
488,259
488,260
487,261
487,262
494,263
487,264
487,265
487,266
486,267
486,268
486,269
486,270
486,271
485,273
485,274
485,275
485,276
485,277
485,278
485,279
485,280
484,281
497,282
483,283
497,284
480,286
480,287
481,288
481,289
481,290
479,291
479,292
479,293
478,294
478,295
478,296
491,297
491,298
491,299
490,300
490,301
477,302
477,303
601,304
475,306
475,307
475,308
471,318
472,319
472,320
472,321
473,322
473,323
473,324
473,325
473,326
600,327
598,328
480,330
480,331
480,332
595,334
595,335
595,336
595,337
594,338
594,339
594,340
594,341
594,342
594,343
594,344
595,345
592,348
592,349
592,350
592,351
591,363
586,364
587,365
587,366
