x,y
125,144
125,145
125,146
125,147
130,154
130,155
113,156
113,157
113,158
113,159
114,160
114,161
114,162
114,163
113,164
113,165
130,166
130,167
118,168
118,169
118,170
112,171
112,172
112,173
111,174
112,175
111,176
112,177
121,178
121,179
110,180
110,181
108,182
108,183
119,184
119,185
108,186
107,187
106,188
127,189
127,190
127,191
127,192
105,193
105,194
105,195
104,196
105,197
102,198
105,199
125,200
103,202
123,203
103,204
102,205
99,206
100,207
103,208
100,209
99,210
97,211
100,212
100,213
100,214
101,215
127,216
96,217
96,218
95,219
99,220
84,221
86,222
86,223
95,224
76,239
79,242
79,243
76,244
79,245
78,246
81,247
78,248
78,249
89,250
92,251
92,252
126,253
94,254
95,255
95,256
94,257
93,258
126,259
126,260
125,261
96,262
92,263
92,264
92,265
92,266
95,267
94,268
94,269
94,270
125,271
121,272
92,273
93,274
91,275
93,276
122,277
130,278
119,279
96,280
95,281
95,282
116,283
116,284
120,285
116,286
116,287
116,288
117,289
117,290
117,291
90,292
105,293
105,294
109,295
103,296
103,297
103,298
103,299
90,300
91,301
92,302
91,303
91,304
91,305
91,306
91,307
105,308
105,309
105,310
103,311
90,312
103,313
90,314
104,315
105,316
105,317
105,318
100,319
100,320
100,321
101,322
100,323
100,324
100,325
99,326
88,327
89,328
90,329
90,330
115,331
110,332
92,333
92,334
92,335
112,336
87,339
89,340
87,341
87,342
92,349
92,350
92,351
90,354
91,355
91,356
91,358
92,359
92,360
