x,y
199,154
199,155
199,156
199,157
199,158
198,159
198,160
197,161
197,162
197,163
197,164
196,165
194,172
194,173
194,174
194,175
194,176
193,177
198,178
198,179
191,180
191,181
190,182
191,183
189,184
197,185
188,186
188,187
187,188
186,189
185,190
187,191
187,192
187,193
177,194
175,195
174,196
174,197
163,198
158,199
143,200
157,201
145,202
144,203
139,204
146,205
141,206
177,240
177,241
177,242
176,243
177,244
177,245
177,246
177,247
179,248
176,249
178,250
179,251
178,252
176,253
177,254
175,255
178,256
177,257
176,258
177,259
176,260
176,261
177,262
178,263
203,264
176,265
176,266
175,267
175,268
175,269
174,270
178,271
178,272
175,273
177,274
177,275
172,276
176,277
176,278
177,279
196,280
196,281
196,282
175,283
175,284
174,285
175,286
196,287
196,288
174,289
174,290
173,291
173,292
173,293
174,294
172,295
172,296
171,297
171,298
172,299
171,300
193,301
193,302
193,303
193,304
193,305
193,306
171,307
170,308
170,309
170,310
170,311
171,312
171,313
173,314
145,315
144,316
144,317
144,318
139,319
139,320
139,321
154,322
154,323
153,324
149,325
147,326
172,327
172,328
189,329
193,330
172,331
172,332
172,333
171,334
170,335
169,336
172,337
169,338
170,339
171,340
171,341
196,342
196,344
170,345
172,346
172,347
171,348
170,349
171,350
172,351
171,352
170,353
171,354
171,355
181,356
171,357
181,358
181,359
175,360
175,361
175,362
185,365
185,366
185,367
