x,y
401,0
404,1
406,7
408,8
409,9
417,10
417,11
417,12
412,13
412,14
415,15
417,16
419,17
419,18
431,22
431,23
431,24
432,25
427,26
428,27
262,156
262,157
262,158
264,159
245,160
243,161
264,162
231,163
231,164
257,165
229,166
249,172
238,175
233,182
369,243
369,244
368,245
363,246
363,247
368,248
368,249
368,250
368,251
360,252
360,253
367,254
367,255
367,256
366,257
366,258
366,259
365,260
366,261
366,262
366,263
365,264
365,265
366,266
365,267
364,268
365,269
364,270
364,271
365,272
364,273
364,274
364,275
364,276
364,277
363,278
363,279
363,280
385,281
362,282
362,283
385,284
363,285
363,286
363,287
362,288
362,289
362,290
360,291
361,292
360,293
360,294
359,295
360,296
359,297
361,298
383,299
383,300
383,301
382,302
360,303
362,304
362,305
361,306
362,307
361,308
362,309
362,310
362,311
364,312
366,320
368,321
370,322
370,323
371,324
374,325
374,326
376,327
377,328
379,329
380,330
384,331
385,332
385,333
495,334
495,335
495,336
494,337
494,338
496,339
493,345
493,346
493,347
493,350
493,351
493,352
493,353
489,360
489,361
489,362
489,363
489,364
