x,y
237,147
238,148
233,149
234,150
230,151
230,152
230,153
230,154
228,155
227,156
227,157
228,158
226,159
225,160
223,161
223,162
223,163
224,164
222,165
220,166
221,167
218,168
218,169
219,170
219,171
216,172
217,173
209,174
214,175
212,176
212,177
208,178
212,179
211,180
203,181
203,182
207,183
207,184
206,185
194,186
193,187
193,188
193,189
190,190
190,191
188,192
186,193
175,194
179,195
196,196
169,197
164,198
161,199
161,200
208,241
209,242
209,243
210,244
209,245
206,246
206,247
208,248
209,249
208,250
208,251
207,252
207,253
207,254
207,255
207,256
207,257
204,258
207,259
206,260
205,261
205,262
206,263
205,264
206,265
205,266
205,267
205,268
205,269
205,270
205,271
203,272
204,273
204,274
204,275
205,276
206,277
204,278
203,279
202,280
201,281
202,282
202,283
203,284
202,285
202,286
203,287
202,288
201,289
204,290
203,291
203,292
201,293
202,294
202,295
202,296
202,297
203,298
201,299
199,300
201,301
199,302
202,303
202,304
201,305
201,306
201,307
200,308
200,309
200,310
202,311
201,312
202,313
202,314
200,315
202,316
160,317
160,318
160,319
200,326
200,327
199,328
199,329
199,330
199,331
199,332
200,333
193,334
199,335
200,336
197,337
199,338
201,339
199,340
198,341
197,342
198,343
198,344
198,345
199,346
199,347
197,348
199,349
200,350
199,351
198,352
200,353
199,354
200,355
199,356
201,357
201,358
201,359
201,360
201,361
212,362
212,363
204,364
205,365
205,366
210,367
206,368
209,369
