x,y
166,4
166,5
166,6
166,7
168,18
169,24
169,26
169,27
170,28
154,143
151,144
149,145
149,146
154,147
159,148
159,149
160,150
160,151
160,152
144,153
161,154
161,155
161,156
161,157
161,158
148,159
144,160
144,161
143,162
144,163
144,164
143,165
143,166
143,167
143,168
142,169
152,170
152,171
148,173
147,174
147,175
147,176
147,177
149,178
149,179
144,180
144,181
144,182
156,183
143,184
137,185
137,186
138,187
138,188
138,189
137,190
137,191
138,192
137,193
136,194
135,195
135,196
134,197
129,198
135,199
132,200
133,201
133,202
131,203
130,204
128,205
130,206
125,207
119,215
81,231
86,239
86,240
85,241
99,242
100,243
111,244
119,245
109,246
118,247
118,248
120,249
124,250
124,251
120,252
126,253
127,254
125,255
123,256
123,257
123,258
123,259
126,260
126,261
122,262
124,263
149,264
152,265
149,266
147,267
124,268
125,269
118,270
125,271
123,272
152,273
133,274
133,275
133,276
150,277
123,278
150,279
121,280
122,281
123,282
123,283
123,284
121,285
122,286
123,287
123,289
123,290
124,291
118,292
121,293
120,294
120,295
118,296
150,297
121,298
122,299
121,300
121,301
121,302
121,303
121,304
121,305
121,306
121,307
121,308
118,309
119,310
120,311
118,312
120,313
119,314
119,315
119,316
119,317
118,318
119,319
116,320
117,321
118,322
118,323
119,324
119,325
119,326
119,327
118,328
118,329
119,330
123,331
123,332
152,333
119,334
119,335
119,336
134,337
132,338
132,339
127,340
127,341
127,342
145,343
145,344
145,345
121,346
122,347
122,348
128,349
128,350
128,351
121,352
122,353
122,354
122,355
125,356
125,357
125,376
125,377
124,378
121,386
121,387
120,388
121,389
119,390
