x,y
141,6
141,7
141,8
141,9
141,10
141,11
146,17
150,18
150,19
150,20
139,148
139,149
139,150
139,151
139,152
139,153
139,154
139,155
139,156
139,157
123,159
124,160
124,161
124,162
124,163
122,164
123,165
122,166
121,167
121,168
121,169
121,170
120,171
120,172
136,173
120,174
120,175
120,176
119,177
118,178
119,179
120,180
118,181
118,182
118,183
119,184
125,185
117,186
117,187
117,188
117,189
116,190
115,191
115,192
115,193
114,194
113,195
116,196
113,197
114,198
123,199
110,200
123,201
128,202
128,203
106,204
135,205
113,206
112,207
112,208
112,209
99,210
109,211
110,212
107,213
106,214
105,215
104,217
105,218
76,221
78,240
79,241
82,242
81,243
85,244
98,245
96,246
92,247
98,248
98,249
100,250
103,251
105,252
100,253
98,254
127,255
97,256
103,257
103,258
102,259
115,260
101,261
101,262
101,263
96,264
99,265
103,266
103,267
103,268
103,269
132,270
101,271
102,272
102,273
127,274
127,275
104,276
103,277
103,278
102,279
129,280
129,281
101,282
101,283
101,284
129,285
129,286
132,287
100,288
129,289
100,290
129,291
101,292
101,293
102,294
101,295
132,296
101,297
101,298
101,299
129,300
129,301
129,302
129,303
129,304
129,305
130,306
127,307
127,308
127,309
128,310
129,311
128,312
105,313
105,314
105,315
106,316
113,317
113,318
113,319
113,320
114,321
114,322
128,323
128,324
125,327
97,328
97,329
97,330
119,331
127,332
127,333
110,334
109,335
109,336
109,337
109,338
98,339
98,340
98,341
118,342
118,343
102,346
104,347
102,348
105,349
102,352
102,353
102,354
98,386
98,387
98,388
98,390
98,391
98,392
