x,y
415,2
416,3
416,4
423,12
426,13
425,14
427,15
428,16
434,21
434,22
435,23
441,24
441,25
262,156
259,157
246,158
246,159
245,160
237,161
236,162
241,167
234,174
376,243
380,244
381,245
381,246
375,247
380,248
379,249
379,250
379,251
379,252
406,253
376,254
377,255
376,256
377,257
378,258
376,259
376,260
376,261
400,262
378,263
375,264
376,265
373,266
375,267
376,268
376,269
377,270
376,271
376,272
401,273
376,274
375,275
372,276
375,277
373,278
374,279
373,280
370,281
375,282
373,283
372,284
373,285
373,286
368,287
372,288
371,289
372,290
373,291
371,292
371,293
372,294
372,295
373,296
371,297
372,298
372,299
371,300
371,301
371,302
393,303
370,304
371,305
373,306
372,307
371,308
371,309
371,310
374,318
374,319
375,320
375,321
376,322
377,323
380,324
381,325
382,326
384,327
385,328
394,329
392,330
392,331
391,332
390,333
392,334
504,335
505,336
506,337
505,338
506,339
507,340
505,341
505,342
504,343
506,344
502,345
502,346
504,347
503,350
502,351
502,352
502,353
502,354
502,355
503,358
500,359
500,360
502,361
501,362
