x,y
79,0
79,1
82,2
82,3
82,4
82,5
82,6
85,7
98,16
98,17
98,18
98,19
98,20
99,160
99,161
99,162
99,163
101,166
101,167
99,171
99,172
99,173
99,174
96,185
96,186
96,187
78,189
78,190
78,191
96,192
78,193
78,194
78,195
95,196
95,197
95,198
77,199
77,200
77,201
77,202
77,203
88,204
94,205
93,206
93,207
76,208
76,209
76,210
76,211
76,212
76,213
76,214
75,215
76,216
73,217
94,218
73,219
72,220
71,221
69,222
69,223
95,225
95,226
95,227
101,228
94,229
94,230
94,231
100,232
62,234
62,235
63,236
66,240
66,241
68,242
70,243
70,244
70,245
69,246
69,247
72,248
70,249
71,250
73,251
72,252
72,253
73,254
73,255
99,256
93,257
74,258
75,259
75,260
75,261
75,262
75,263
93,264
75,265
75,266
75,267
75,268
76,269
76,270
75,271
75,272
76,273
74,274
93,275
76,276
76,277
76,278
77,279
77,280
77,281
77,282
77,283
93,284
93,285
93,286
93,287
83,288
83,289
83,290
84,291
94,292
94,293
94,294
95,295
95,296
95,297
95,298
95,300
85,301
86,302
88,303
92,304
90,305
58,326
58,327
60,328
56,344
56,346
