x,y
320,0
320,1
323,2
323,3
321,4
324,5
324,6
325,7
327,8
327,9
326,10
337,11
337,12
341,13
335,14
335,15
335,16
336,17
337,18
338,19
338,20
347,21
347,22
255,158
253,159
255,160
248,161
270,162
245,163
239,164
236,165
236,166
234,167
232,168
246,169
228,170
227,171
225,172
225,173
218,174
213,175
212,176
210,177
208,178
208,179
214,180
214,181
203,182
196,183
214,184
215,185
229,186
199,187
196,192
188,193
286,245
286,246
288,247
288,248
287,249
284,250
285,251
286,252
286,253
286,254
285,255
286,256
283,257
284,258
283,259
283,260
284,261
284,262
285,263
282,264
283,265
308,266
284,267
285,268
281,269
282,270
281,271
281,272
281,273
282,274
281,275
282,276
281,277
280,278
281,279
281,280
280,281
280,282
280,283
279,284
279,285
280,286
280,287
281,288
281,289
281,290
281,291
281,292
280,293
280,294
279,295
278,296
278,297
279,298
279,299
279,300
276,301
275,302
305,303
278,304
302,305
278,306
279,307
277,308
277,309
278,310
278,311
300,312
277,313
277,314
277,315
279,316
275,317
276,318
276,319
275,321
276,324
275,325
276,326
276,327
276,328
270,329
275,330
274,331
274,332
275,333
275,334
276,335
275,336
295,337
275,338
276,339
276,340
275,341
274,342
274,343
274,344
274,345
293,346
275,347
276,348
277,349
276,350
278,351
278,352
277,353
278,354
284,355
284,356
280,357
