x,y
596,0
601,1
600,2
593,3
593,4
588,5
586,6
584,7
586,8
579,9
568,10
569,11
568,12
558,13
557,14
559,15
502,16
503,17
503,18
504,19
549,21
549,22
549,23
508,24
509,25
510,26
512,27
513,28
513,29
513,30
518,34
520,35
518,36
473,235
472,237
472,238
471,239
472,240
470,241
471,242
472,243
470,244
484,245
471,246
471,247
471,248
471,249
470,250
469,251
470,252
470,253
468,254
468,255
467,256
467,257
466,258
465,259
465,260
465,261
465,262
465,263
465,264
464,265
465,266
472,267
465,268
465,269
465,270
465,271
463,272
462,273
463,274
463,275
463,276
464,277
464,278
465,279
463,280
463,281
462,282
462,283
462,284
461,285
473,286
461,287
461,288
460,289
459,290
459,291
469,292
457,293
457,294
469,295
469,296
455,298
456,299
455,300
455,301
454,302
453,303
453,304
454,305
452,306
455,307
454,308
469,309
452,318
452,319
451,320
451,321
451,322
584,323
451,324
451,325
451,326
451,327
460,330
459,331
459,332
460,333
454,334
582,335
584,336
581,337
582,338
582,339
579,342
578,343
578,344
577,345
577,346
577,347
581,348
581,349
581,350
578,351
577,352
581,357
581,358
581,359
579,360
581,361
579,362
