x,y,dy,groove
603,27,0,0
603,28,1,0
319,159,131,1
318,160,1,0
318,161,1,0
313,162,1,0
312,163,1,0
311,164,1,0
309,165,1,0
307,166,1,0
305,167,1,0
303,168,1,0
300,169,1,0
298,170,1,0
296,171,1,0
294,172,1,0
292,173,1,0
291,174,1,0
286,175,1,0
285,176,1,0
283,177,1,0
280,178,1,0
278,179,1,0
313,180,1,0
331,181,1,0
340,182,1,0
343,183,1,0
366,184,1,0
263,185,1,0
326,186,1,0
335,187,1,0
518,188,1,0
518,189,1,0
386,190,1,0
353,191,1,0
341,192,1,0
351,193,1,0
339,194,1,0
381,195,1,0
347,196,1,0
334,197,1,0
333,198,1,0
322,199,1,0
313,200,1,0
320,201,1,0
354,202,1,0
353,203,1,0
373,204,1,0
308,205,1,0
312,206,1,0
311,207,1,0
331,208,1,0
338,209,1,0
334,210,1,0
365,211,1,0
514,212,1,0
514,213,1,0
514,214,1,0
514,215,1,0
514,216,1,0
514,217,1,0
514,218,1,0
514,219,1,0
513,220,1,0
513,224,4,0
513,225,1,0
513,226,1,0
513,227,1,0
513,228,1,0
513,229,1,0
513,230,1,0
513,231,1,0
513,232,1,0
513,233,1,0
513,234,1,0
513,235,1,0
514,236,1,0
514,237,1,0
514,238,1,0
513,239,1,0
513,240,1,0
513,241,1,0
513,242,1,0
513,243,1,0
513,244,1,0
513,245,1,0
512,246,1,0
512,247,1,0
512,248,1,0
511,249,1,0
511,250,1,0
511,251,1,0
510,252,1,0
509,257,5,0
509,258,1,0
505,263,5,0
504,265,2,0
504,266,1,0
504,267,1,0
503,268,1,0
503,269,1,0
503,270,1,0
495,285,15,1
495,286,1,0
495,287,1,0
495,288,1,0
495,289,1,0
495,290,1,0
494,291,1,0
493,292,1,0
493,293,1,0
493,294,1,0
493,295,1,0
493,296,1,0
493,297,1,0
492,298,1,0
492,299,1,0
492,300,1,0
491,301,1,0
491,302,1,0
491,303,1,0
491,304,1,0
490,305,1,0
490,306,1,0
490,307,1,0
490,308,1,0
490,309,1,0
489,310,1,0
487,316,6,1
488,317,1,0
488,318,1,0
488,319,1,0
488,320,1,0
488,321,1,0
488,322,1,0
