x,y,dy,groove
206,212,0,0
207,212,0,0
208,212,0,0
248,199,13,1
249,199,0,0
250,199,0,0
266,195,4,0
277,191,4,0
280,190,1,0
297,184,6,1
299,183,1,0
300,183,0,0
302,182,1,0
307,180,2,0
308,180,0,0
330,232,52,1
331,251,19,1
332,279,28,1
333,280,1,0
334,284,4,0
335,283,1,0
336,283,0,0
337,269,14,1
338,270,1,0
339,266,4,0
340,264,2,0
341,265,1,0
342,255,10,1
343,252,3,0
344,248,4,0
345,246,2,0
346,245,1,0
347,244,1,0
348,241,3,0
349,232,9,1
350,228,4,0
351,225,3,0
352,218,7,1
353,212,6,1
354,211,1,0
355,205,6,1
356,204,1,0
357,199,5,0
358,198,1,0
359,195,3,0
360,183,12,1
362,178,5,0
363,180,2,0
364,178,2,0
365,178,0,0
366,176,2,0
367,174,2,0
368,168,6,1
369,163,5,0
370,159,4,0
371,152,7,1
372,152,0,0
373,152,0,0
