x,y,dy,groove
179,89,0,0
180,89,0,0
181,90,1,0
182,89,1,0
183,89,0,0
184,89,0,0
185,90,1,0
186,90,0,0
187,90,0,0
188,94,4,0
189,96,2,0
190,95,1,0
191,94,1,0
192,94,0,0
193,95,1,0
194,95,0,0
195,90,5,0
196,90,0,0
197,90,0,0
198,90,0,0
199,90,0,0
200,89,1,0
201,106,17,1
202,123,17,1
203,150,27,1
204,225,75,1
205,235,10,1
206,230,5,0
207,233,3,0
208,233,0,0
209,229,4,0
210,227,2,0
211,225,2,0
212,222,3,0
213,216,6,1
214,210,6,1
215,204,6,1
216,191,13,1
217,184,7,1
218,174,10,1
219,172,2,0
220,169,3,0
221,165,4,0
222,175,10,1
223,182,7,1
224,180,2,0
225,185,5,0
226,185,0,0
227,185,0,0
