x,y,dy,groove
113,323,0,0
114,322,1,0
115,322,0,0
116,322,0,0
117,322,0,0
118,322,0,0
124,180,142,1
125,180,0,0
126,181,1,0
127,181,0,0
128,182,1,0
129,182,0,0
130,182,0,0
131,182,0,0
132,182,0,0
133,182,0,0
134,182,0,0
135,183,1,0
136,182,1,0
137,182,0,0
138,182,0,0
139,182,0,0
140,182,0,0
141,182,0,0
142,182,0,0
143,182,0,0
144,182,0,0
145,182,0,0
146,182,0,0
147,182,0,0
148,182,0,0
149,182,0,0
150,182,0,0
151,182,0,0
152,182,0,0
153,182,0,0
154,182,0,0
155,182,0,0
156,181,1,0
157,181,0,0
158,182,1,0
159,182,0,0
160,182,0,0
161,182,0,0
162,182,0,0
163,182,0,0
164,182,0,0
165,182,0,0
166,182,0,0
167,182,0,0
168,182,0,0
169,181,1,0
170,181,0,0
171,181,0,0
172,181,0,0
173,180,1,0
174,180,0,0
175,180,0,0
176,180,0,0
182,177,3,0
183,178,1,0
184,179,1,0
185,179,0,0
186,179,0,0
187,180,1,0
188,180,0,0
189,179,1,0
190,179,0,0
191,179,0,0
192,179,0,0
193,179,0,0
194,179,0,0
195,179,0,0
196,180,1,0
197,180,0,0
198,179,1,0
199,179,0,0
200,179,0,0
201,179,0,0
202,179,0,0
203,179,0,0
204,179,0,0
205,178,1,0
206,178,0,0
207,178,0,0
208,178,0,0
209,178,0,0
210,178,0,0
211,179,1,0
212,179,0,0
213,178,1,0
214,177,1,0
215,177,0,0
216,177,0,0
217,177,0,0
218,177,0,0
219,176,1,0
220,176,0,0
221,176,0,0
222,176,0,0
223,176,0,0
224,176,0,0
225,176,0,0
226,176,0,0
227,176,0,0
228,176,0,0
229,176,0,0
230,175,1,0
231,175,0,0
232,175,0,0
233,175,0,0
234,175,0,0
235,175,0,0
236,175,0,0
237,174,1,0
238,174,0,0
239,174,0,0
240,173,1,0
243,172,1,0
244,172,0,0
245,171,1,0
251,169,2,0
252,169,0,0
253,170,1,0
254,170,0,0
255,170,0,0
256,171,1,0
257,171,0,0
258,171,0,0
259,171,0,0
260,170,1,0
261,170,0,0
262,171,1,0
263,171,0,0
264,172,1,0
266,169,3,0
267,170,1,0
268,170,0,0
269,170,0,0
270,170,0,0
271,169,1,0
274,170,1,0
275,169,1,0
276,169,0,0
277,169,0,0
278,169,0,0
279,169,0,0
280,169,0,0
281,169,0,0
282,169,0,0
283,169,0,0
284,169,0,0
285,169,0,0
286,169,0,0
287,169,0,0
