x,y,dy,groove
149,294,0,0
150,289,5,0
151,280,9,1
152,266,14,1
193,230,36,1
194,230,0,0
195,230,0,0
196,230,0,0
197,230,0,0
198,230,0,0
199,230,0,0
200,230,0,0
201,272,42,1
202,276,4,0
203,286,10,1
204,289,3,0
205,292,3,0
206,294,2,0
207,293,1,0
208,293,0,0
209,288,5,0
210,273,15,1
211,266,7,1
212,257,9,1
213,254,3,0
214,251,3,0
215,249,2,0
216,245,4,0
217,240,5,0
218,234,6,1
219,231,3,0
220,223,8,1
221,211,12,1
222,207,4,0
223,205,2,0
224,201,4,0
225,200,1,0
226,204,4,0
227,204,0,0
229,194,10,1
230,188,6,1
231,175,13,1
232,173,2,0
233,165,8,1
234,159,6,1
235,156,3,0
236,170,14,1
238,147,23,1
239,127,20,1
240,111,16,1
241,111,0,0
242,148,37,1
246,148,0,0
247,128,20,1
248,129,1,0
249,129,0,0
250,129,0,0
253,149,20,1
