x,y,dy,groove
99,339,0,0
100,339,0,0
101,331,8,1
102,332,1,0
103,332,0,0
104,331,1,0
105,329,2,0
106,322,7,1
109,0,322,1
110,0,0,0
111,1,1,0
112,2,1,0
113,3,1,0
114,3,0,0
116,5,2,0
117,5,0,0
119,196,191,1
120,255,59,1
121,271,16,1
122,279,8,1
123,284,5,0
124,277,7,1
125,260,17,1
126,223,37,1
127,209,14,1
128,209,0,0
129,209,0,0
130,223,14,1
131,242,19,1
132,242,0,0
133,250,8,1
134,225,25,1
135,177,48,1
136,176,1,0
137,177,1,0
138,177,0,0
139,177,0,0
140,176,1,0
141,176,0,0
142,176,0,0
143,175,1,0
144,175,0,0
145,175,0,0
146,175,0,0
147,174,1,0
148,174,0,0
149,173,1,0
150,173,0,0
151,173,0,0
152,173,0,0
153,173,0,0
154,173,0,0
155,172,1,0
156,172,0,0
157,172,0,0
158,172,0,0
159,172,0,0
160,171,1,0
161,171,0,0
162,171,0,0
163,171,0,0
164,171,0,0
165,170,1,0
166,170,0,0
167,169,1,0
168,169,0,0
169,169,0,0
170,169,0,0
171,168,1,0
172,168,0,0
173,167,1,0
174,167,0,0
175,166,1,0
176,166,0,0
177,166,0,0
178,166,0,0
179,166,0,0
180,165,1,0
183,163,2,0
184,162,1,0
185,162,0,0
186,162,0,0
187,162,0,0
188,163,1,0
189,163,0,0
190,163,0,0
191,163,0,0
192,162,1,0
193,162,0,0
194,162,0,0
195,161,1,0
196,161,0,0
197,161,0,0
198,161,0,0
199,161,0,0
200,161,0,0
201,161,0,0
202,160,1,0
203,159,1,0
204,159,0,0
205,159,0,0
206,159,0,0
207,158,1,0
208,158,0,0
209,157,1,0
210,157,0,0
211,157,0,0
212,157,0,0
213,157,0,0
214,156,1,0
215,156,0,0
216,155,1,0
217,154,1,0
218,154,0,0
219,154,0,0
220,154,0,0
221,154,0,0
222,154,0,0
223,153,1,0
225,152,1,0
226,152,0,0
228,150,2,0
229,150,0,0
230,150,0,0
627,30,120,1
628,30,0,0
629,30,0,0
630,30,0,0
631,30,0,0
634,29,1,0
635,29,0,0
636,29,0,0
637,29,0,0
