x,y,dy,groove
213,223,0,0
214,223,0,0
215,222,1,0
216,222,0,0
218,221,1,0
228,217,4,0
241,211,6,1
242,211,0,0
339,169,42,1
340,169,0,0
341,169,0,0
342,169,0,0
344,168,1,0
405,307,139,1
406,305,2,0
407,303,2,0
408,301,2,0
409,298,3,0
410,290,8,1
411,287,3,0
412,286,1,0
413,285,1,0
414,284,1,0
415,277,7,1
416,275,2,0
417,274,1,0
418,273,1,0
419,267,6,1
420,267,0,0
421,267,0,0
424,246,21,1
425,249,3,0
426,250,1,0
427,252,2,0
428,256,4,0
429,237,19,1
430,225,12,1
431,227,2,0
432,224,3,0
433,212,12,1
434,209,3,0
435,202,7,1
436,197,5,0
437,187,10,1
438,182,5,0
439,177,5,0
440,173,4,0
441,161,12,1
