x,y,dy,groove
572,0,0,0
573,1,1,0
579,2,1,0
584,3,1,0
575,4,1,0
570,5,1,0
531,6,1,0
566,7,1,0
576,8,1,0
575,9,1,0
578,10,1,0
577,11,1,0
578,12,1,0
574,13,1,0
574,14,1,0
571,15,1,0
571,16,1,0
573,17,1,0
573,18,1,0
575,19,1,0
571,20,1,0
570,21,1,0
563,22,1,0
562,23,1,0
566,24,1,0
574,25,1,0
288,182,157,1
287,183,1,0
286,184,1,0
285,185,1,0
283,186,1,0
281,187,1,0
279,188,1,0
278,189,1,0
275,190,1,0
274,191,1,0
273,192,1,0
271,193,1,0
270,194,1,0
267,195,1,0
265,196,1,0
263,197,1,0
262,198,1,0
260,199,1,0
258,200,1,0
255,201,1,0
253,202,1,0
252,203,1,0
251,204,1,0
250,205,1,0
248,206,1,0
246,207,1,0
242,208,1,0
240,209,1,0
239,210,1,0
238,211,1,0
237,212,1,0
236,213,1,0
235,214,1,0
234,215,1,0
230,216,1,0
229,217,1,0
227,218,1,0
225,219,1,0
223,220,1,0
221,221,1,0
219,222,1,0
217,223,1,0
216,224,1,0
215,225,1,0
214,226,1,0
212,227,1,0
209,228,1,0
207,229,1,0
205,230,1,0
203,231,1,0
202,232,1,0
201,233,1,0
199,234,1,0
197,235,1,0
196,236,1,0
194,237,1,0
192,238,1,0
191,239,1,0
189,240,1,0
187,241,1,0
185,242,1,0
183,243,1,0
178,244,1,0
176,245,1,0
176,246,1,0
175,247,1,0
174,248,1,0
173,249,1,0
171,250,1,0
169,251,1,0
167,252,1,0
166,253,1,0
163,254,1,0
161,255,1,0
160,256,1,0
158,257,1,0
156,258,1,0
155,259,1,0
153,260,1,0
152,261,1,0
151,262,1,0
150,263,1,0
150,264,1,0
150,265,1,0
180,320,55,1
180,321,1,0
179,322,1,0
179,323,1,0
599,420,97,1
598,422,2,0
598,423,1,0
598,424,1,0
