x,y,dy,groove
417,0,0,0
417,1,1,0
300,2,1,0
209,3,1,0
208,4,1,0
208,5,1,0
207,6,1,0
207,7,1,0
207,8,1,0
94,159,151,1
94,160,1,0
94,161,1,0
93,162,1,0
93,163,1,0
506,219,56,1
507,220,1,0
507,221,1,0
507,222,1,0
507,223,1,0
505,224,1,0
505,225,1,0
504,226,1,0
504,227,1,0
505,228,1,0
504,229,1,0
504,230,1,0
503,231,1,0
503,232,1,0
503,233,1,0
503,234,1,0
503,235,1,0
503,236,1,0
503,237,1,0
503,238,1,0
504,239,1,0
504,240,1,0
504,241,1,0
504,242,1,0
503,243,1,0
503,244,1,0
503,245,1,0
504,246,1,0
504,247,1,0
504,248,1,0
173,312,64,1
173,313,1,0
173,314,1,0
