x,y,dy,groove
207,212,0,0
208,212,0,0
220,209,3,0
247,199,10,1
248,199,0,0
249,199,0,0
250,199,0,0
261,197,2,0
263,196,1,0
264,196,0,0
278,191,5,0
279,191,0,0
286,189,2,0
292,186,3,0
293,186,0,0
294,186,0,0
300,184,2,0
321,244,60,1
322,270,26,1
323,280,10,1
324,290,10,1
325,290,0,0
326,290,0,0
327,277,13,1
328,270,7,1
329,265,5,0
330,259,6,1
331,254,5,0
332,246,8,1
333,245,1,0
334,246,1,0
335,246,0,0
336,244,2,0
337,239,5,0
338,238,1,0
339,232,6,1
340,224,8,1
341,219,5,0
342,214,5,0
343,211,3,0
344,208,3,0
345,201,7,1
346,198,3,0
347,193,5,0
348,192,1,0
349,185,7,1
350,185,0,0
351,178,7,1
352,170,8,1
353,173,3,0
354,175,2,0
355,174,1,0
356,174,0,0
357,172,2,0
358,164,8,1
359,154,10,1
360,151,3,0
361,148,3,0
362,147,1,0
367,106,41,1
368,95,11,1
382,126,31,1
