x,y,dy,groove
100,197,0,0
101,197,0,0
102,197,0,0
103,196,1,0
104,196,0,0
105,184,12,1
106,184,0,0
107,182,2,0
108,194,12,1
109,194,0,0
110,194,0,0
111,193,1,0
112,193,0,0
113,192,1,0
114,192,0,0
115,191,1,0
116,191,0,0
117,190,1,0
118,190,0,0
119,189,1,0
120,189,0,0
121,188,1,0
122,188,0,0
123,187,1,0
124,187,0,0
125,187,0,0
126,187,0,0
127,187,0,0
128,186,1,0
129,186,0,0
130,186,0,0
131,186,0,0
132,185,1,0
133,185,0,0
134,185,0,0
135,184,1,0
136,184,0,0
137,183,1,0
138,183,0,0
139,183,0,0
140,182,1,0
141,182,0,0
142,181,1,0
143,180,1,0
144,215,35,1
145,242,27,1
146,242,0,0
147,242,0,0
148,242,0,0
149,219,23,1
150,178,41,1
151,178,0,0
152,177,1,0
153,177,0,0
154,176,1,0
155,176,0,0
156,175,1,0
157,175,0,0
158,175,0,0
159,174,1,0
160,174,0,0
161,173,1,0
162,173,0,0
163,173,0,0
164,172,1,0
165,172,0,0
166,171,1,0
167,171,0,0
168,170,1,0
169,170,0,0
170,170,0,0
171,169,1,0
172,169,0,0
173,168,1,0
174,167,1,0
175,167,0,0
176,166,1,0
177,166,0,0
178,166,0,0
179,166,0,0
180,267,101,1
181,267,0,0
182,262,5,0
183,269,7,1
184,275,6,1
185,278,3,0
186,276,2,0
187,276,0,0
188,276,0,0
189,274,2,0
190,268,6,1
191,262,6,1
192,249,13,1
193,240,9,1
194,224,16,1
195,206,18,1
196,185,21,1
197,176,9,1
198,165,11,1
199,150,15,1
200,123,27,1
201,121,2,0
202,155,34,1
203,154,1,0
204,154,0,0
205,154,0,0
206,154,0,0
207,153,1,0
208,153,0,0
209,152,1,0
210,151,1,0
211,151,0,0
212,150,1,0
213,149,1,0
214,149,0,0
