x,y,dy,groove
561,0,0,0
556,1,1,0
531,2,1,0
532,3,1,0
534,4,1,0
534,5,1,0
537,6,1,0
538,7,1,0
538,8,1,0
540,9,1,0
541,10,1,0
542,11,1,0
544,12,1,0
545,13,1,0
546,14,1,0
547,15,1,0
548,16,1,0
550,17,1,0
551,18,1,0
552,19,1,0
553,20,1,0
554,21,1,0
555,22,1,0
557,23,1,0
557,24,1,0
319,191,167,1
318,192,1,0
317,193,1,0
316,194,1,0
313,195,1,0
309,196,1,0
307,197,1,0
307,198,1,0
305,199,1,0
302,200,1,0
300,201,1,0
298,202,1,0
296,203,1,0
294,204,1,0
292,205,1,0
291,206,1,0
289,207,1,0
286,208,1,0
284,209,1,0
283,210,1,0
280,211,1,0
278,212,1,0
277,213,1,0
275,214,1,0
272,215,1,0
270,216,1,0
268,217,1,0
267,218,1,0
265,219,1,0
262,220,1,0
260,221,1,0
259,222,1,0
258,223,1,0
254,224,1,0
250,225,1,0
249,226,1,0
248,227,1,0
247,228,1,0
246,229,1,0
240,230,1,0
239,231,1,0
238,232,1,0
237,233,1,0
235,234,1,0
232,235,1,0
230,236,1,0
229,237,1,0
227,238,1,0
225,239,1,0
224,240,1,0
222,241,1,0
220,242,1,0
218,243,1,0
217,244,1,0
215,245,1,0
213,246,1,0
210,247,1,0
208,248,1,0
207,249,1,0
205,250,1,0
203,251,1,0
201,252,1,0
198,253,1,0
197,254,1,0
195,255,1,0
193,256,1,0
191,257,1,0
189,258,1,0
187,259,1,0
185,260,1,0
183,261,1,0
180,262,1,0
175,263,1,0
174,264,1,0
173,265,1,0
171,266,1,0
170,267,1,0
168,268,1,0
166,269,1,0
164,270,1,0
162,271,1,0
160,272,1,0
158,273,1,0
157,274,1,0
156,275,1,0
156,276,1,0
156,277,1,0
181,321,44,1
180,322,1,0
180,323,1,0
180,324,1,0
