x,y,dy,groove
271,199,0,0
272,199,0,0
273,199,0,0
283,193,6,1
284,193,0,0
285,193,0,0
286,193,0,0
287,192,1,0
288,192,0,0
289,192,0,0
290,191,1,0
291,191,0,0
292,190,1,0
293,190,0,0
294,190,0,0
295,189,1,0
296,189,0,0
297,188,1,0
298,188,0,0
299,187,1,0
300,187,0,0
301,186,1,0
302,186,0,0
303,185,1,0
304,185,0,0
305,185,0,0
306,184,1,0
307,184,0,0
308,183,1,0
309,183,0,0
310,182,1,0
311,182,0,0
312,181,1,0
313,181,0,0
314,180,1,0
315,180,0,0
316,179,1,0
317,179,0,0
318,179,0,0
319,179,0,0
320,178,1,0
321,178,0,0
322,177,1,0
323,176,1,0
324,175,1,0
325,175,0,0
326,175,0,0
327,174,1,0
336,168,6,1
337,168,0,0
338,168,0,0
339,167,1,0
340,167,0,0
341,166,1,0
342,166,0,0
343,166,0,0
344,166,0,0
345,165,1,0
346,165,0,0
347,164,1,0
348,164,0,0
349,163,1,0
350,163,0,0
351,163,0,0
352,162,1,0
353,162,0,0
