x,y,dy,groove
127,246,0,0
128,247,1,0
129,247,0,0
130,309,62,1
131,315,6,1
132,316,1,0
133,313,3,0
134,310,3,0
135,309,1,0
136,306,3,0
137,301,5,0
138,294,7,1
139,290,4,0
140,278,12,1
142,298,20,1
143,297,1,0
144,296,1,0
145,287,9,1
146,280,7,1
147,271,9,1
148,259,12,1
149,253,6,1
150,247,6,1
151,238,9,1
152,232,6,1
153,232,0,0
154,219,13,1
155,207,12,1
156,205,2,0
157,205,0,0
158,211,6,1
159,212,1,0
160,210,2,0
161,216,6,1
162,186,30,1
163,184,2,0
164,180,4,0
165,172,8,1
166,174,2,0
167,175,1,0
172,123,52,1
173,153,30,1
174,154,1,0
273,370,216,1
274,360,10,1
