x,y,dy,groove
410,218,0,0
410,219,1,0
408,220,1,0
404,221,1,0
403,222,1,0
402,223,1,0
400,224,1,0
369,232,8,1
372,233,1,0
372,234,1,0
370,235,1,0
363,236,1,0
362,237,1,0
360,238,1,0
360,239,1,0
356,240,1,0
354,241,1,0
349,242,1,0
347,243,1,0
344,244,1,0
341,245,1,0
340,246,1,0
338,247,1,0
336,248,1,0
335,249,1,0
333,250,1,0
330,251,1,0
328,252,1,0
324,253,1,0
317,254,1,0
317,255,1,0
315,256,1,0
313,257,1,0
311,258,1,0
309,259,1,0
306,260,1,0
304,261,1,0
301,262,1,0
299,263,1,0
297,264,1,0
294,265,1,0
293,266,1,0
290,267,1,0
287,268,1,0
284,269,1,0
282,270,1,0
279,271,1,0
277,272,1,0
275,273,1,0
272,274,1,0
265,275,1,0
263,276,1,0
260,277,1,0
259,278,1,0
258,279,1,0
256,280,1,0
254,281,1,0
253,282,1,0
252,283,1,0
250,284,1,0
248,285,1,0
247,286,1,0
