x,y,dy,groove
93,332,0,0
94,341,9,1
95,338,3,0
96,331,7,1
97,330,1,0
98,330,0,0
99,339,9,1
102,0,339,1
103,0,0,0
107,3,3,0
109,5,2,0
110,6,1,0
111,6,0,0
115,261,255,1
116,264,3,0
117,276,12,1
118,281,5,0
119,308,27,1
120,276,32,1
121,220,56,1
122,220,0,0
123,200,20,1
124,190,10,1
125,182,8,1
126,179,3,0
127,240,61,1
128,260,20,1
129,260,0,0
130,250,10,1
131,250,0,0
132,225,25,1
133,177,48,1
134,177,0,0
135,177,0,0
136,177,0,0
137,176,1,0
138,176,0,0
139,176,0,0
140,176,0,0
141,176,0,0
142,176,0,0
143,175,1,0
144,175,0,0
145,175,0,0
146,174,1,0
147,174,0,0
148,174,0,0
149,174,0,0
150,174,0,0
151,174,0,0
152,174,0,0
153,173,1,0
154,173,0,0
155,173,0,0
156,173,0,0
157,173,0,0
158,173,0,0
159,172,1,0
160,172,0,0
161,171,1,0
162,171,0,0
163,171,0,0
164,171,0,0
165,170,1,0
166,170,0,0
167,170,0,0
168,169,1,0
169,169,0,0
170,169,0,0
171,169,0,0
172,169,0,0
173,168,1,0
174,167,1,0
175,167,0,0
176,167,0,0
177,167,0,0
178,167,0,0
179,167,0,0
180,166,1,0
183,163,3,0
184,163,0,0
185,163,0,0
186,163,0,0
187,163,0,0
188,164,1,0
189,164,0,0
190,164,0,0
191,164,0,0
192,164,0,0
193,163,1,0
194,163,0,0
195,162,1,0
196,162,0,0
197,162,0,0
198,162,0,0
199,162,0,0
200,162,0,0
201,161,1,0
202,161,0,0
203,160,1,0
204,160,0,0
205,160,0,0
206,160,0,0
207,159,1,0
208,159,0,0
209,159,0,0
210,158,1,0
211,158,0,0
212,158,0,0
213,158,0,0
214,157,1,0
215,157,0,0
216,156,1,0
217,156,0,0
218,156,0,0
219,156,0,0
220,155,1,0
221,155,0,0
222,155,0,0
223,155,0,0
224,154,1,0
225,154,0,0
226,154,0,0
227,154,0,0
228,153,1,0
231,151,2,0
232,151,0,0
233,151,0,0
632,34,117,1
633,34,0,0
634,34,0,0
635,34,0,0
636,34,0,0
637,34,0,0
