x,y,dy,groove
91,162,0,0
92,162,0,0
93,162,0,0
103,192,30,1
104,192,0,0
105,192,0,0
106,191,1,0
107,191,0,0
108,191,0,0
109,190,1,0
110,190,0,0
111,190,0,0
112,189,1,0
113,189,0,0
114,188,1,0
115,187,1,0
116,187,0,0
117,186,1,0
118,186,0,0
119,186,0,0
120,185,1,0
121,185,0,0
122,184,1,0
123,184,0,0
124,184,0,0
125,184,0,0
126,184,0,0
127,184,0,0
128,184,0,0
129,183,1,0
130,183,0,0
131,183,0,0
132,183,0,0
133,182,1,0
134,182,0,0
135,181,1,0
136,181,0,0
137,180,1,0
138,180,0,0
139,180,0,0
140,220,40,1
141,236,16,1
142,250,14,1
143,250,0,0
144,258,8,1
145,241,17,1
146,219,22,1
147,177,42,1
148,177,0,0
149,177,0,0
150,176,1,0
151,176,0,0
152,175,1,0
153,175,0,0
154,174,1,0
155,174,0,0
156,174,0,0
157,174,0,0
158,173,1,0
159,173,0,0
160,173,0,0
161,261,88,1
162,290,29,1
163,295,5,0
164,299,4,0
165,294,5,0
166,296,2,0
167,263,33,1
168,254,9,1
169,266,12,1
170,273,7,1
171,272,1,0
172,271,1,0
173,277,6,1
174,275,2,0
175,269,6,1
176,244,25,1
177,225,19,1
178,198,27,1
179,187,11,1
180,181,6,1
181,173,8,1
182,171,2,0
183,170,1,0
184,169,1,0
185,166,3,0
186,161,5,0
187,161,0,0
188,160,1,0
189,160,0,0
190,160,0,0
191,160,0,0
192,160,0,0
193,159,1,0
194,159,0,0
195,158,1,0
196,158,0,0
197,157,1,0
198,157,0,0
199,157,0,0
201,155,2,0
202,155,0,0
203,155,0,0
204,155,0,0
205,154,1,0
206,154,0,0
207,153,1,0
208,153,0,0
209,153,0,0
210,153,0,0
211,152,1,0
212,150,2,0
213,150,0,0
214,150,0,0
215,150,0,0
216,149,1,0
515,21,128,1
516,21,0,0
517,21,0,0
523,19,2,0
524,19,0,0
525,19,0,0
535,16,3,0
536,16,0,0
537,16,0,0
547,13,3,0
548,13,0,0
549,13,0,0
550,13,0,0
576,6,7,1
577,6,0,0
578,6,0,0
579,6,0,0
580,5,1,0
590,0,5,0
591,0,0,0
592,0,0,0
