x,y,dy,groove
449,0,0,0
451,1,1,0
453,2,1,0
437,3,1,0
422,4,1,0
421,5,1,0
405,6,1,0
404,7,1,0
402,8,1,0
401,9,1,0
400,10,1,0
398,11,1,0
397,12,1,0
397,13,1,0
396,14,1,0
212,159,145,1
211,160,1,0
209,161,1,0
208,162,1,0
207,163,1,0
205,164,1,0
204,165,1,0
203,166,1,0
201,167,1,0
200,168,1,0
199,169,1,0
198,170,1,0
197,171,1,0
196,172,1,0
194,173,1,0
193,174,1,0
191,175,1,0
190,176,1,0
189,177,1,0
188,178,1,0
187,179,1,0
185,180,1,0
184,181,1,0
183,182,1,0
182,183,1,0
180,184,1,0
179,185,1,0
178,186,1,0
176,187,1,0
174,188,1,0
173,189,1,0
172,190,1,0
171,191,1,0
170,192,1,0
169,193,1,0
167,194,1,0
166,195,1,0
165,196,1,0
164,197,1,0
163,198,1,0
163,199,1,0
162,200,1,0
161,201,1,0
158,202,1,0
156,203,1,0
155,204,1,0
153,205,1,0
152,206,1,0
150,207,1,0
149,208,1,0
148,209,1,0
147,210,1,0
146,211,1,0
145,212,1,0
144,213,1,0
142,214,1,0
141,215,1,0
140,216,1,0
138,217,1,0
137,218,1,0
135,219,1,0
134,220,1,0
133,221,1,0
132,222,1,0
131,223,1,0
130,224,1,0
129,225,1,0
129,226,1,0
129,227,1,0
178,317,90,1
177,318,1,0
177,319,1,0
603,324,5,0
603,325,1,0
603,326,1,0
603,327,1,0
603,328,1,0
603,329,1,0
602,330,1,0
602,331,1,0
602,332,1,0
602,333,1,0
602,334,1,0
602,335,1,0
602,336,1,0
602,337,1,0
602,338,1,0
602,339,1,0
602,340,1,0
