x,y
114,246
115,246
116,246
117,246
122,247
123,247
124,247
125,247
130,325
131,322
132,326
133,324
142,248
143,248
144,248
145,248
146,248
147,248
148,248
149,260
151,307
152,307
153,307
155,243
156,242
157,241
158,241
159,241
181,251
182,253
183,251
