x,y,dy,groove
588,0,0,0
588,1,1,0
573,2,1,0
574,3,1,0
579,8,5,0
579,9,1,0
580,10,1,0
581,11,1,0
588,16,5,0
589,17,1,0
589,18,1,0
638,215,197,1
638,216,1,0
635,225,9,1
635,226,1,0
635,227,1,0
608,241,14,1
608,242,1,0
522,289,47,1
522,290,1,0
522,291,1,0
516,292,1,0
515,293,1,0
504,294,1,0
505,295,1,0
491,296,1,0
480,297,1,0
478,298,1,0
475,299,1,0
472,300,1,0
470,301,1,0
461,302,1,0
459,303,1,0
452,304,1,0
438,305,1,0
427,306,1,0
427,307,1,0
427,308,1,0
425,309,1,0
421,310,1,0
412,311,1,0
408,312,1,0
405,313,1,0
404,314,1,0
399,315,1,0
392,316,1,0
384,317,1,0
378,318,1,0
375,319,1,0
371,320,1,0
365,321,1,0
361,322,1,0
351,323,1,0
336,324,1,0
335,325,1,0
334,326,1,0
333,327,1,0
184,329,2,0
184,330,1,0
183,331,1,0
182,332,1,0
182,333,1,0
181,334,1,0
202,344,10,1
201,345,1,0
202,346,1,0
201,347,1,0
196,348,1,0
191,349,1,0
188,350,1,0
186,351,1,0
184,352,1,0
184,353,1,0
182,354,1,0
