x,y,dy,groove
269,199,0,0
270,199,0,0
271,199,0,0
272,199,0,0
273,199,0,0
274,198,1,0
275,198,0,0
276,198,0,0
277,197,1,0
281,193,4,0
282,193,0,0
283,193,0,0
284,193,0,0
285,193,0,0
286,192,1,0
287,192,0,0
288,191,1,0
289,191,0,0
290,191,0,0
291,190,1,0
292,190,0,0
293,190,0,0
294,189,1,0
295,189,0,0
296,188,1,0
297,188,0,0
298,187,1,0
299,187,0,0
300,186,1,0
301,186,0,0
302,185,1,0
303,185,0,0
304,184,1,0
305,184,0,0
306,184,0,0
307,183,1,0
308,183,0,0
309,182,1,0
310,182,0,0
311,181,1,0
312,181,0,0
313,180,1,0
314,180,0,0
315,180,0,0
316,179,1,0
317,179,0,0
318,179,0,0
319,179,0,0
320,178,1,0
321,177,1,0
322,176,1,0
323,176,0,0
324,175,1,0
325,174,1,0
326,174,0,0
327,174,0,0
328,173,1,0
329,172,1,0
330,172,0,0
331,172,0,0
332,171,1,0
336,168,3,0
337,168,0,0
338,167,1,0
339,167,0,0
340,167,0,0
341,167,0,0
342,166,1,0
343,166,0,0
344,165,1,0
345,165,0,0
346,165,0,0
347,165,0,0
348,165,0,0
349,164,1,0
350,163,1,0
351,162,1,0
352,162,0,0
