x,y,dy,groove
131,244,0,0
152,295,51,1
153,301,6,1
154,296,5,0
155,289,7,1
195,228,61,1
196,228,0,0
197,228,0,0
200,228,0,0
201,228,0,0
202,228,0,0
203,228,0,0
204,227,1,0
207,227,0,0
209,226,1,0
214,225,1,0
215,225,0,0
217,224,1,0
223,285,61,1
224,289,4,0
225,288,1,0
226,290,2,0
227,290,0,0
228,288,2,0
229,286,2,0
230,276,10,1
231,270,6,1
232,263,7,1
233,260,3,0
234,251,9,1
235,250,1,0
236,247,3,0
237,243,4,0
238,240,3,0
239,236,4,0
240,233,3,0
241,226,7,1
242,220,6,1
243,213,7,1
244,208,5,0
245,205,3,0
246,202,3,0
247,202,0,0
248,205,3,0
249,203,2,0
250,202,1,0
251,180,22,1
252,178,2,0
253,169,9,1
254,166,3,0
255,160,6,1
256,162,2,0
257,165,3,0
258,180,15,1
271,151,29,1
272,133,18,1
273,142,9,1
