x,y,dy,groove
83,226,0,0
84,225,1,0
85,225,0,0
86,225,0,0
87,225,0,0
88,224,1,0
89,224,0,0
90,223,1,0
91,222,1,0
92,222,0,0
93,221,1,0
94,221,0,0
95,221,0,0
96,220,1,0
97,219,1,0
98,219,0,0
99,218,1,0
100,218,0,0
101,217,1,0
102,217,0,0
103,217,0,0
104,216,1,0
105,215,1,0
106,215,0,0
107,214,1,0
108,214,0,0
109,213,1,0
110,212,1,0
111,211,1,0
112,211,0,0
113,210,1,0
114,210,0,0
115,209,1,0
116,209,0,0
117,208,1,0
118,207,1,0
119,207,0,0
120,206,1,0
121,206,0,0
122,206,0,0
123,206,0,0
124,205,1,0
125,204,1,0
126,204,0,0
127,203,1,0
128,203,0,0
129,202,1,0
130,202,0,0
131,201,1,0
132,201,0,0
133,200,1,0
134,200,0,0
135,199,1,0
136,199,0,0
137,198,1,0
138,198,0,0
139,197,1,0
140,197,0,0
141,196,1,0
142,196,0,0
143,195,1,0
144,195,0,0
145,194,1,0
146,194,0,0
147,193,1,0
148,192,1,0
149,191,1,0
150,191,0,0
151,190,1,0
152,190,0,0
153,189,1,0
154,189,0,0
155,189,0,0
156,188,1,0
157,188,0,0
158,224,36,1
159,236,12,1
160,236,0,0
161,235,1,0
162,229,6,1
163,183,46,1
164,183,0,0
165,183,0,0
166,182,1,0
167,182,0,0
168,181,1,0
169,181,0,0
170,180,1,0
171,179,1,0
172,179,0,0
173,178,1,0
174,178,0,0
175,177,1,0
176,176,1,0
177,176,0,0
178,176,0,0
179,175,1,0
180,174,1,0
181,173,1,0
182,172,1,0
183,172,0,0
184,172,0,0
185,171,1,0
186,171,0,0
187,171,0,0
188,170,1,0
189,170,0,0
190,169,1,0
191,168,1,0
192,168,0,0
193,167,1,0
194,167,0,0
195,166,1,0
196,166,0,0
197,165,1,0
198,165,0,0
199,165,0,0
200,164,1,0
201,163,1,0
202,162,1,0
203,162,0,0
204,161,1,0
205,161,0,0
206,161,0,0
207,160,1,0
208,159,1,0
209,158,1,0
210,158,0,0
211,157,1,0
212,157,0,0
213,156,1,0
214,156,0,0
215,155,1,0
216,155,0,0
217,154,1,0
218,153,1,0
219,153,0,0
220,153,0,0
221,150,3,0
222,150,0,0
223,150,0,0
224,150,0,0
225,149,1,0
270,0,149,1
271,243,243,1
272,287,44,1
273,278,9,1
274,276,2,0
275,275,1,0
276,273,2,0
277,242,31,1
278,208,34,1
279,200,8,1
280,195,5,0
281,199,4,0
282,195,4,0
283,198,3,0
284,195,3,0
285,216,21,1
465,13,203,1
466,13,0,0
467,13,0,0
468,13,0,0
469,12,1,0
470,11,1,0
471,11,0,0
493,0,11,1
494,0,0,0
495,0,0,0
