x,y,dy,groove
62,0,0,0
63,1,1,0
63,2,1,0
63,3,1,0
66,4,1,0
66,5,1,0
72,197,192,1
72,198,1,0
72,199,1,0
73,200,1,0
73,201,1,0
73,202,1,0
73,203,1,0
73,204,1,0
73,205,1,0
73,206,1,0
72,207,1,0
71,220,13,1
71,221,1,0
71,222,1,0
71,223,1,0
71,224,1,0
71,225,1,0
71,226,1,0
70,227,1,0
70,228,1,0
70,229,1,0
70,230,1,0
70,231,1,0
69,233,2,0
69,239,6,1
69,240,1,0
69,241,1,0
69,242,1,0
69,243,1,0
69,244,1,0
69,245,1,0
69,246,1,0
69,247,1,0
69,248,1,0
69,249,1,0
69,250,1,0
69,251,1,0
69,252,1,0
69,253,1,0
69,254,1,0
69,255,1,0
69,256,1,0
69,257,1,0
69,258,1,0
69,259,1,0
69,260,1,0
69,261,1,0
69,262,1,0
69,263,1,0
70,264,1,0
70,265,1,0
70,266,1,0
70,267,1,0
70,268,1,0
70,269,1,0
70,270,1,0
70,271,1,0
70,272,1,0
70,273,1,0
70,274,1,0
70,275,1,0
70,276,1,0
70,277,1,0
70,278,1,0
70,279,1,0
70,280,1,0
70,281,1,0
