x,y,dy,groove
353,162,0,0
353,163,1,0
346,165,2,0
345,166,1,0
343,167,1,0
341,168,1,0
339,169,1,0
325,174,5,0
324,175,1,0
323,176,1,0
320,177,1,0
318,178,1,0
316,179,1,0
314,180,1,0
312,181,1,0
310,182,1,0
307,183,1,0
305,184,1,0
303,185,1,0
300,186,1,0
298,187,1,0
295,188,1,0
331,189,1,0
345,190,1,0
343,191,1,0
337,192,1,0
328,193,1,0
363,194,1,0
428,195,1,0
381,196,1,0
357,197,1,0
348,198,1,0
356,199,1,0
527,200,1,0
526,201,1,0
394,202,1,0
375,203,1,0
394,204,1,0
391,205,1,0
375,206,1,0
362,207,1,0
320,208,1,0
319,209,1,0
331,210,1,0
347,211,1,0
320,212,1,0
318,213,1,0
317,214,1,0
323,215,1,0
321,216,1,0
320,217,1,0
328,218,1,0
316,219,1,0
338,220,1,0
522,221,1,0
522,222,1,0
522,223,1,0
522,224,1,0
522,225,1,0
522,226,1,0
522,227,1,0
522,228,1,0
521,229,1,0
521,230,1,0
521,231,1,0
521,232,1,0
520,233,1,0
520,234,1,0
520,235,1,0
520,236,1,0
520,237,1,0
519,238,1,0
519,239,1,0
518,241,2,0
518,242,1,0
518,243,1,0
518,244,1,0
518,245,1,0
518,246,1,0
518,247,1,0
517,248,1,0
517,249,1,0
517,250,1,0
516,251,1,0
516,252,1,0
516,253,1,0
516,254,1,0
515,255,1,0
515,256,1,0
515,257,1,0
515,258,1,0
515,259,1,0
515,260,1,0
515,261,1,0
514,262,1,0
514,263,1,0
514,264,1,0
514,265,1,0
505,281,16,1
505,282,1,0
505,283,1,0
505,284,1,0
505,285,1,0
505,286,1,0
504,287,1,0
504,288,1,0
504,289,1,0
504,290,1,0
504,291,1,0
503,292,1,0
503,293,1,0
503,294,1,0
503,295,1,0
503,296,1,0
502,297,1,0
502,298,1,0
498,303,5,0
497,305,2,0
