x,y,dy,groove
499,173,0,0
499,174,1,0
498,175,1,0
490,176,1,0
488,177,1,0
486,178,1,0
485,179,1,0
476,180,1,0
472,181,1,0
471,182,1,0
469,183,1,0
467,184,1,0
453,187,3,0
452,188,1,0
450,189,1,0
447,190,1,0
445,191,1,0
441,192,1,0
436,193,1,0
434,194,1,0
431,195,1,0
430,196,1,0
425,197,1,0
422,198,1,0
418,199,1,0
411,200,1,0
410,201,1,0
406,202,1,0
404,203,1,0
401,204,1,0
399,205,1,0
389,206,1,0
387,207,1,0
383,208,1,0
381,209,1,0
415,210,1,0
428,212,2,0
416,213,1,0
407,214,1,0
419,215,1,0
417,216,1,0
400,217,1,0
392,218,1,0
381,219,1,0
376,220,1,0
382,221,1,0
384,222,1,0
371,223,1,0
372,224,1,0
385,225,1,0
385,226,1,0
488,227,1,0
394,228,1,0
374,229,1,0
382,230,1,0
367,231,1,0
380,232,1,0
355,233,1,0
358,234,1,0
347,235,1,0
357,236,1,0
368,237,1,0
376,238,1,0
368,239,1,0
350,240,1,0
344,241,1,0
348,242,1,0
328,243,1,0
347,244,1,0
324,245,1,0
314,246,1,0
329,247,1,0
350,248,1,0
346,249,1,0
368,250,1,0
325,251,1,0
317,252,1,0
293,253,1,0
291,254,1,0
242,255,1,0
240,256,1,0
530,266,10,1
530,267,1,0
529,269,2,0
529,270,1,0
528,271,1,0
528,272,1,0
528,273,1,0
528,274,1,0
528,275,1,0
527,276,1,0
527,277,1,0
527,278,1,0
527,279,1,0
527,280,1,0
526,281,1,0
526,282,1,0
526,283,1,0
526,284,1,0
516,305,21,1
