x,y,dy,groove
151,289,0,0
152,293,4,0
153,298,5,0
193,229,69,1
194,229,0,0
198,229,0,0
199,229,0,0
200,229,0,0
201,229,0,0
202,228,1,0
203,228,0,0
204,228,0,0
205,228,0,0
206,228,0,0
209,227,1,0
212,226,1,0
213,226,0,0
214,259,33,1
215,276,17,1
216,284,8,1
217,288,4,0
218,291,3,0
219,292,1,0
220,291,1,0
221,289,2,0
222,288,1,0
223,275,13,1
224,272,3,0
225,263,9,1
226,254,9,1
227,252,2,0
228,250,2,0
229,245,5,0
230,243,2,0
231,238,5,0
232,234,4,0
233,228,6,1
234,223,5,0
235,212,11,1
236,208,4,0
237,206,2,0
238,204,2,0
239,201,3,0
240,206,5,0
241,204,2,0
242,209,5,0
243,184,25,1
244,179,5,0
245,171,8,1
246,167,4,0
247,163,4,0
248,163,0,0
249,163,0,0
250,160,3,0
251,180,20,1
252,144,36,1
253,108,36,1
254,72,36,1
256,109,37,1
257,109,0,0
258,110,1,0
