x,y
131,335
132,335
133,331
134,322
135,322
136,322
137,322
138,322
139,328
140,326
141,326
142,341
143,341
144,335
145,328
146,328
147,328
148,329
149,329
150,329
151,330
152,330
153,330
154,341
155,341
156,332
157,332
161,335
162,337
163,335
172,334
173,334
174,334
