x,y,dy,groove
200,228,0,0
206,226,2,0
211,224,2,0
212,224,0,0
213,224,0,0
214,223,1,0
215,223,0,0
216,222,1,0
217,222,0,0
218,221,1,0
219,221,0,0
221,220,1,0
222,220,0,0
223,219,1,0
224,219,0,0
225,218,1,0
226,218,0,0
227,218,0,0
228,218,0,0
229,217,1,0
230,217,0,0
231,216,1,0
232,216,0,0
233,215,1,0
234,215,0,0
236,214,1,0
238,213,1,0
239,212,1,0
240,212,0,0
241,211,1,0
242,211,0,0
248,208,3,0
249,208,0,0
250,208,0,0
252,207,1,0
253,206,1,0
254,206,0,0
255,205,1,0
256,205,0,0
279,193,12,1
280,193,0,0
281,193,0,0
282,192,1,0
283,192,0,0
285,191,1,0
288,190,1,0
289,190,0,0
290,189,1,0
291,189,0,0
296,187,2,0
302,185,2,0
303,184,1,0
304,184,0,0
310,181,3,0
311,181,0,0
312,181,0,0
313,180,1,0
315,179,1,0
318,178,1,0
321,177,1,0
323,176,1,0
325,175,1,0
326,175,0,0
339,168,7,1
340,168,0,0
341,168,0,0
344,167,1,0
346,166,1,0
347,166,0,0
348,166,0,0
357,162,4,0
432,313,151,1
433,312,1,0
434,309,3,0
435,309,0,0
436,304,5,0
437,301,3,0
438,295,6,1
439,295,0,0
440,294,1,0
452,265,29,1
453,264,1,0
454,264,0,0
455,260,4,0
456,261,1,0
457,264,3,0
460,223,41,1
461,224,1,0
462,226,2,0
463,230,4,0
464,231,1,0
465,224,7,1
466,216,8,1
467,203,13,1
468,196,7,1
469,190,6,1
470,183,7,1
471,176,7,1
472,169,7,1
473,166,3,0
