x,y,dy,groove
150,242,0,0
151,242,0,0
155,241,1,0
157,240,1,0
160,239,1,0
161,239,0,0
162,276,37,1
163,283,7,1
164,277,6,1
201,226,51,1
208,224,2,0
212,223,1,0
213,223,0,0
215,222,1,0
217,221,1,0
221,220,1,0
223,219,1,0
225,218,1,0
226,218,0,0
227,218,0,0
229,217,1,0
238,214,3,0
240,213,1,0
254,208,5,0
255,208,0,0
271,200,8,1
272,200,0,0
273,200,0,0
274,200,0,0
275,200,0,0
276,199,1,0
277,199,0,0
278,199,0,0
284,195,4,0
285,195,0,0
286,195,0,0
287,196,1,0
288,196,0,0
289,195,1,0
290,195,0,0
291,194,1,0
292,193,1,0
293,193,0,0
294,254,61,1
295,260,6,1
296,264,4,0
297,264,0,0
298,267,3,0
299,257,10,1
300,246,11,1
301,244,2,0
302,245,1,0
303,244,1,0
304,239,5,0
305,236,3,0
306,239,3,0
307,228,11,1
308,231,3,0
309,229,2,0
310,228,1,0
311,227,1,0
312,227,0,0
313,222,5,0
314,218,4,0
315,214,4,0
316,202,12,1
317,192,10,1
318,187,5,0
319,186,1,0
320,181,5,0
321,179,2,0
322,176,3,0
323,185,9,1
324,181,4,0
