x,y,dy,groove
130,246,0,0
138,281,35,1
139,288,7,1
140,291,3,0
141,293,2,0
142,290,3,0
143,279,11,1
144,283,4,0
145,304,21,1
146,311,7,1
147,311,0,0
148,308,3,0
149,307,1,0
150,304,3,0
151,297,7,1
152,293,4,0
153,283,10,1
154,275,8,1
155,291,16,1
156,296,5,0
157,296,0,0
158,292,4,0
159,285,7,1
160,274,11,1
161,264,10,1
162,262,2,0
163,253,9,1
164,246,7,1
165,241,5,0
166,233,8,1
167,227,6,1
168,222,5,0
169,215,7,1
170,204,11,1
171,205,1,0
172,206,1,0
173,206,0,0
174,207,1,0
175,206,1,0
176,208,2,0
177,183,25,1
178,178,5,0
179,178,0,0
180,171,7,1
181,177,6,1
182,181,4,0
183,188,7,1
186,150,38,1
187,120,30,1
188,107,13,1
194,135,28,1
195,151,16,1
196,161,10,1
197,161,0,0
198,162,1,0
202,125,37,1
203,101,24,1
204,92,9,1
205,123,31,1
286,370,247,1
287,360,10,1
288,353,7,1
289,349,4,0
