x,y,dy,groove
273,149,0,0
272,150,1,0
271,151,1,0
271,152,1,0
269,153,1,0
268,154,1,0
266,155,1,0
265,156,1,0
264,157,1,0
263,158,1,0
261,159,1,0
260,160,1,0
259,161,1,0
258,162,1,0
257,163,1,0
255,164,1,0
254,165,1,0
252,166,1,0
251,167,1,0
250,168,1,0
249,169,1,0
248,170,1,0
247,171,1,0
246,172,1,0
244,173,1,0
243,174,1,0
241,175,1,0
240,176,1,0
239,177,1,0
237,178,1,0
236,179,1,0
235,180,1,0
234,181,1,0
233,182,1,0
232,183,1,0
231,184,1,0
230,185,1,0
229,186,1,0
229,187,1,0
228,188,1,0
227,189,1,0
225,190,1,0
222,191,1,0
221,192,1,0
219,193,1,0
217,194,1,0
216,195,1,0
215,196,1,0
214,197,1,0
213,198,1,0
211,199,1,0
210,200,1,0
208,201,1,0
207,202,1,0
206,203,1,0
205,204,1,0
205,205,1,0
204,206,1,0
204,207,1,0
204,208,1,0
