x,y,dy,groove
239,0,0,0
239,1,1,0
121,2,1,0
121,3,1,0
121,4,1,0
121,5,1,0
121,6,1,0
120,7,1,0
120,8,1,0
119,10,2,0
437,158,148,1
437,159,1,0
436,160,1,0
436,161,1,0
436,162,1,0
436,163,1,0
436,164,1,0
436,165,1,0
436,166,1,0
435,167,1,0
436,168,1,0
436,169,1,0
436,170,1,0
436,171,1,0
436,172,1,0
436,173,1,0
436,174,1,0
436,175,1,0
436,176,1,0
436,177,1,0
436,178,1,0
436,179,1,0
436,180,1,0
436,181,1,0
436,182,1,0
436,183,1,0
436,184,1,0
436,185,1,0
436,186,1,0
436,187,1,0
437,188,1,0
437,189,1,0
437,190,1,0
436,191,1,0
437,192,1,0
437,193,1,0
437,194,1,0
437,195,1,0
436,196,1,0
436,197,1,0
