x,y,dy,groove
410,0,0,0
404,1,1,0
355,2,1,0
396,3,1,0
352,4,1,0
351,5,1,0
350,6,1,0
349,7,1,0
348,8,1,0
347,9,1,0
346,10,1,0
345,11,1,0
344,12,1,0
189,149,137,1
189,150,1,0
185,151,1,0
185,152,1,0
184,153,1,0
183,154,1,0
182,155,1,0
181,156,1,0
180,157,1,0
179,158,1,0
178,159,1,0
176,160,1,0
175,161,1,0
173,162,1,0
173,163,1,0
172,164,1,0
171,165,1,0
170,166,1,0
169,167,1,0
167,168,1,0
166,169,1,0
165,170,1,0
164,171,1,0
163,172,1,0
162,173,1,0
161,174,1,0
159,175,1,0
158,176,1,0
157,177,1,0
156,178,1,0
155,179,1,0
154,180,1,0
153,181,1,0
152,182,1,0
151,183,1,0
149,184,1,0
148,185,1,0
147,186,1,0
146,187,1,0
145,188,1,0
144,189,1,0
143,190,1,0
142,191,1,0
141,192,1,0
140,193,1,0
139,194,1,0
137,195,1,0
136,196,1,0
135,197,1,0
134,198,1,0
134,199,1,0
135,200,1,0
134,201,1,0
131,202,1,0
128,203,1,0
127,204,1,0
126,205,1,0
124,206,1,0
123,207,1,0
122,208,1,0
122,209,1,0
121,210,1,0
121,211,1,0
121,212,1,0
518,241,29,1
518,242,1,0
518,243,1,0
518,244,1,0
518,245,1,0
519,246,1,0
520,247,1,0
520,248,1,0
520,249,1,0
520,250,1,0
521,251,1,0
521,252,1,0
520,253,1,0
520,254,1,0
520,255,1,0
520,256,1,0
520,257,1,0
520,258,1,0
519,259,1,0
519,260,1,0
519,261,1,0
520,262,1,0
520,263,1,0
520,264,1,0
520,265,1,0
520,266,1,0
520,267,1,0
520,268,1,0
520,269,1,0
520,270,1,0
520,271,1,0
520,272,1,0
520,273,1,0
520,274,1,0
520,275,1,0
520,276,1,0
522,277,1,0
522,278,1,0
522,279,1,0
522,280,1,0
522,281,1,0
523,282,1,0
523,283,1,0
522,284,1,0
522,285,1,0
522,286,1,0
522,287,1,0
522,288,1,0
522,289,1,0
549,290,1,0
552,291,1,0
552,292,1,0
552,293,1,0
522,294,1,0
522,295,1,0
556,296,1,0
556,297,1,0
556,298,1,0
556,299,1,0
556,300,1,0
556,301,1,0
548,302,1,0
548,303,1,0
548,304,1,0
553,305,1,0
553,306,1,0
553,307,1,0
520,308,1,0
177,316,8,1
177,317,1,0
176,318,1,0
