x,y,dy,groove
110,339,0,0
111,339,0,0
112,339,0,0
113,339,0,0
114,339,0,0
115,339,0,0
116,339,0,0
117,339,0,0
118,339,0,0
119,340,1,0
120,341,1,0
121,342,1,0
122,342,0,0
123,342,0,0
124,343,1,0
125,343,0,0
126,343,0,0
127,343,0,0
128,343,0,0
129,343,0,0
130,343,0,0
131,344,1,0
132,344,0,0
133,346,2,0
134,346,0,0
135,346,0,0
136,344,2,0
137,344,0,0
138,345,1,0
139,345,0,0
140,347,2,0
141,348,1,0
142,348,0,0
143,348,0,0
144,347,1,0
145,347,0,0
146,347,0,0
147,345,2,0
148,345,0,0
149,346,1,0
150,343,3,0
151,343,0,0
152,342,1,0
153,342,0,0
154,341,1,0
155,347,6,1
156,347,0,0
157,347,0,0
158,347,0,0
159,347,0,0
160,347,0,0
161,347,0,0
162,347,0,0
163,347,0,0
164,347,0,0
165,347,0,0
166,347,0,0
167,347,0,0
168,347,0,0
169,347,0,0
170,347,0,0
171,347,0,0
172,346,1,0
173,346,0,0
174,346,0,0
175,346,0,0
176,346,0,0
177,345,1,0
178,344,1,0
179,344,0,0
180,344,0,0
181,345,1,0
182,345,0,0
183,346,1,0
184,346,0,0
185,346,0,0
186,346,0,0
187,347,1,0
188,347,0,0
189,347,0,0
190,347,0,0
191,348,1,0
192,348,0,0
193,348,0,0
194,348,0,0
195,348,0,0
196,348,0,0
197,348,0,0
198,348,0,0
199,348,0,0
200,348,0,0
201,347,1,0
202,347,0,0
203,349,2,0
204,349,0,0
205,348,1,0
206,347,1,0
207,346,1,0
208,346,0,0
209,346,0,0
210,347,1,0
211,347,0,0
212,346,1,0
213,346,0,0
227,337,9,1
228,336,1,0
229,335,1,0
230,330,5,0
231,330,0,0
232,327,3,0
233,326,1,0
234,323,3,0
235,319,4,0
236,314,5,0
237,308,6,1
238,306,2,0
239,303,3,0
240,299,4,0
241,295,4,0
242,282,13,1
243,276,6,1
244,273,3,0
245,274,1,0
246,266,8,1
247,263,3,0
248,260,3,0
249,252,8,1
250,242,10,1
251,241,1,0
253,233,8,1
254,232,1,0
255,229,3,0
256,227,2,0
257,226,1,0
262,215,11,1
263,211,4,0
264,203,8,1
265,195,8,1
266,186,9,1
267,181,5,0
268,175,6,1
292,1,174,1
293,2,1,0
294,3,1,0
295,3,0,0
296,3,0,0
297,4,1,0
298,3,1,0
301,0,3,0
302,0,0,0
