x,y,dx
260,158,76
270,162,21
239,165,19
252,172,25
226,173,26
212,185,17
179,195,18
278,244,99
299,265,24
273,266,26
299,267,26
273,268,26
299,273,25
268,274,31
298,276,27
272,277,26
294,292,26
269,293,25
289,296,20
270,297,19
