x,y,dx
183,157,18
201,169,19
202,178,15
179,182,19
196,188,19
182,190,14
150,203,20
198,208,47
129,209,69
165,240,41
182,282,18
162,285,24
159,328,18
183,329,24
158,332,25
178,350,19
160,354,20
